board_state,player_turn,best_move_index
O  XX XOO,X,'125'
O  XXO   ,X,'127'
O  XXO  X,O,'12'
O  XXO OX,X,'26'
O  XXO X ,O,'1'
O  XXO XO,X,'12'
O  XXOO X,X,'17'
O  XXOOX ,X,'1'
O  XXOOXX,O,'1'
O  XXOX  ,O,'2'
O  XXOX O,X,'2'
O  XXOXO ,X,'2'
O  XXOXOX,O,'2'
O  XXOXXO,O,'2'
O O    XX,X,'16'
O O   X X,X,'7'
O O   XX ,X,'18'
O O  X  X,X,'13467'
O O  X X ,X,'13468'
O O  X XX,O,'16'
O O  XOXX,X,'134'
O O  XX  ,X,'1'
O O  XX X,O,'1'
O O  XXOX,X,'1'
O O  XXX ,O,'18'
O O  XXXO,X,'134'
O O OX XX,X,'6'
O O OXX X,X,'7'
O O OXXX ,X,'8'
O O X   X,X,'1'
O O X  X ,X,'1'
O O X  XX,O,'1'
O O X OXX,X,'1'
O O X X  ,X,'1'
O O X X X,O,'1'
O O X XOX,X,'1'
O O X XX ,O,'1'
O O X XXO,X,'1'
O O XO XX,X,'16'
O O XOX X,X,'7'
O O XOXX ,X,'18'
O O XX   ,X,'13'
O O XX  X,O,'13'
O O XX OX,X,'3'
O O XX X ,O,'1'
O O XX XO,X,'13'
O O XXO X,X,'3'
O O XXOX ,X,'13'
O O XXOXX,O,'13'
O O XXX  ,O,'1'
O O XXX O,X,'13'
O O XXXO ,X,'3'
O O XXXOX,O,'1'
O O XXXXO,O,'1'
O OO X XX,X,'6'
O OO XX X,X,'7'
O OO XXX ,X,'18'
O OOX  XX,X,'16'
O OOX X X,X,'7'
O OOX XX ,X,'18'
O OOXX  X,X,'167'
O OOXX X ,X,'1'
O OOXX XX,O,'16'
O OOXXX  ,X,'1'
O OOXXX X,O,'1'
O OOXXXOX,X,'1'
O OOXXXX ,O,'1'
O OOXXXXO,X,'1'
O OX    X,X,'1'
O OX   X ,X,'14568'
O OX   XX,O,'16'
O OX  OXX,X,'145'
O OX  X  ,X,'14578'
O OX  X X,O,'1'
O OX  XOX,X,'1'
O OX  XX ,O,'18'
O OX  XXO,X,'145'
O OX O XX,X,'16'
O OX OX X,X,'7'
O OX OXX ,X,'8'
O OX X   ,X,'4'
O OX X  X,O,'14'
O OX X OX,X,'4'
O OX X X ,O,'14'
O OX X XO,X,'4'
O OX XO X,X,'4'
O OX XOX ,X,'4'
O OX XOXX,O,'14'
O OX XX  ,O,'14'
O OX XX O,X,'4'
O OX XXO ,X,'4'
O OX XXOX,O,'1'
O OX XXXO,O,'14'
O OXO  XX,X,'6'
O OXO X X,X,'7'
O OXO XX ,X,'8'
O OXOX  X,X,'167'
O OXOX X ,X,'168'
O OXOX XX,O,'16'
O OXOXX  ,X,'178'
O OXOXX X,O,'1'
O OXOXXOX,X,'1'
O OXOXXX ,O,'18'
O OXX    ,X,'15'
O OXX   X,O,'1'
O OXX  OX,X,'5'
O OXX  X ,O,'1'
O OXX  XO,X,'15'
O OXX O X,X,'15'
O OXX OX ,X,'15'
O OXX OXX,O,'1'
O OXX X  ,O,'15'
O OXX X O,X,'5'
O OXX XO ,X,'5'
O OXX XOX,O,'1'
O OXX XXO,O,'15'
O OXXO  X,X,'1'
O OXXO X ,X,'1'
O OXXO XX,O,'1'
O OXXOOXX,X,'1'
O OXXOX  ,X,'178'
O OXXOX X,O,'1'
O OXXOXOX,X,'1'
O OXXOXX ,O,'18'
O X      ,X,'568'
O X     X,O,'134567'
O X    OX,X,'456'
O X    X ,O,'6'
O X    XO,X,'4'
O X   O X,X,'5'
O X   OX ,X,'3'
O X   OXX,O,'3'
O X   X  ,O,'134578'
O X   X O,X,'4'
O X   XO ,X,'458'
O X   XOX,O,'1345'
O X   XXO,O,'4'
O X  O  X,X,'6'
O X  O X ,X,'46'
O X  O XX,O,'6'
O X  OOXX,X,'3'
O X  OX  ,X,'478'
O X  OX X,O,'1347'
O X  OXOX,X,'4'
O X  OXX ,O,'1348'
O X  OXXO,X,'4'
O X  X   ,O,'134678'
O X  X  O,X,'4'
O X  X O ,X,'3468'
O X  X XO,O,'346'
O X  XO  ,X,'38'
O X  XOX ,O,'38'
O X  XOXO,X,'134'
O X  XX O,O,'4'
O X  XXO ,O,'1348'
O X  XXOO,X,'4'
O X O   X,X,'567'
O X O  X ,X,'8'
O X O  XX,O,'1356'
O X O OXX,X,'5'
O X O X  ,X,'8'
O X O X X,O,'1357'
O X O XOX,X,'5'
O X O XX ,O,'8'
O X OO XX,X,'6'
O X OOX X,X,'7'
O X OOXX ,X,'8'
O X OX   ,X,'8'
O X OX X ,O,'8'
O X OXOX ,X,'8'
O X OXX  ,O,'8'
O X OXXO ,X,'8'
O X X    ,O,'6'
O X X   O,X,'13567'
O X X  O ,X,'3568'
O X X  OX,O,'1356'
O X X  XO,O,'1356'
O X X O  ,X,'3'
O X X O X,O,'3'
O X X OOX,X,'5'
O X X OX ,O,'3'
O X X OXO,X,'13'
O X XO   ,X,'167'
O X XO  X,O,'6'
O X XO OX,X,'6'
O X XO X ,O,'1368'
O X XO XO,X,'136'
O X XOO X,X,'3'
O X XOOX ,X,'1'
O X XOOXX,O,'3'
O X XX  O,O,'1367'
O X XX O ,O,'1368'
O X XX OO,X,'36'
O X XXO  ,O,'3'
O X XXO O,X,'3'
O X XXOO ,X,'38'
O X XXOXO,O,'3'
O XO    X,X,'56'
O XO   X ,X,'6'
O XO   XX,O,'6'
O XO  X  ,X,'4578'
O XO  X X,O,'1457'
O XO  XOX,X,'145'
O XO  XX ,O,'1458'
O XO  XXO,X,'4'
O XO O XX,X,'6'
O XO OX X,X,'47'
O XO OXX ,X,'48'
O XO X   ,X,'68'
O XO X X ,O,'68'
O XO X XO,X,'146'
O XO XX  ,O,'1478'
O XO XX O,X,'4'
O XO XXO ,X,'148'
O XO XXXO,O,'4'
O XOO  XX,X,'56'
O XOO X X,X,'57'
O XOO XX ,X,'8'
O XOOX X ,X,'8'
O XOOXX  ,X,'8'
O XOOXXX ,O,'8'
O XOX    ,X,'6'
O XOX   X,O,'6'
O XOX  OX,X,'56'
O XOX  X ,O,'6'
O XOX  XO,X,'16'
O XOXO  X,X,'6'
O XOXO X ,X,'16'
O XOXO XX,O,'6'
O XOXX   ,O,'6'
O XOXX  O,X,'6'
O XOXX O ,X,'68'
O XOXX XO,O,'6'
O XX     ,O,'4'
O XX    O,X,'4'
O XX   O ,X,'45'
O XX   OX,O,'5'
O XX   XO,O,'4'
O XX  O  ,X,'5'
O XX  O X,O,'5'
O XX  OOX,X,'5'
O XX  OX ,O,'4'
O XX  OXO,X,'4'
O XX  X O,O,'4'
O XX  XO ,O,'4'
O XX  XOO,X,'4'
O XX O   ,X,'46'
O XX O  X,O,'467'
O XX O OX,X,'46'
O XX O X ,O,'4'
O XX O XO,X,'4'
O XX OO X,X,'147'
O XX OOX ,X,'14'
O XX OOXX,O,'14'
O XX OX  ,O,'4'
O XX OX O,X,'4'
O XX OXO ,X,'4'
O XX OXOX,O,'4'
O XX OXXO,O,'4'
O XX X  O,O,'4'
O XX X O ,O,'1468'
O XX X OO,X,'4'
O XX XO  ,O,'1478'
O XX XO O,X,'4'
O XX XOO ,X,'48'
O XX XOXO,O,'4'
O XX XXOO,O,'4'
O XXO    ,X,'8'
O XXO   X,O,'5'
O XXO  OX,X,'5'
O XXO  X ,O,'8'
O XXO O X,X,'5'
O XXO OX ,X,'8'
O XXO OXX,O,'5'
O XXO X  ,O,'178'
O XXO XO ,X,'158'
O XXO XOX,O,'1'
O XXOO  X,X,'67'
O XXOO X ,X,'8'
O XXOO XX,O,'6'
O XXOOOXX,X,'1'
O XXOOX  ,X,'8'
O XXOOX X,O,'7'
O XXOOXOX,X,'1'
O XXOOXX ,O,'8'
O XXOX   ,O,'8'
O XXOX O ,X,'8'
O XXOXO  ,X,'8'
O XXOXOX ,O,'8'
O XXOXXO ,O,'18'
O XXX   O,O,'1567'
O XXX  O ,O,'1568'
O XXX  OO,X,'56'
O XXX O  ,O,'5'
O XXX O O,X,'57'
O XXX OO ,X,'5'
O XXX OOX,O,'5'
O XXX OXO,O,'15'
O XXXO   ,O,'6'
O XXXO  O,X,'167'
O XXXO O ,X,'6'
O XXXO OX,O,'6'
O XXXO XO,O,'16'
O XXXOO  ,X,'17'
O XXXOO X,O,'17'
O XXXOOOX,X,'1'
O XXXOOX ,O,'1'
O XXXOOXO,X,'1'
OO     XX,X,'26'
OO    X X,X,'27'
OO    XX ,X,'28'
OO   X  X,X,'2'
OO   X X ,X,'2'
OO   X XX,O,'2'
OO   XOXX,X,'2'
OO   XX  ,X,'2'
OO   XX X,O,'2'
OO   XXOX,X,'2'
OO   XXX ,O,'28'
OO   XXXO,X,'234'
OO  OX XX,X,'26'
OO  OXX X,X,'27'
OO  OXXX ,X,'8'
OO  X   X,X,'2'
OO  X  X ,X,'2'
OO  X  XX,O,'26'
OO  X OXX,X,'235'
OO  X X  ,X,'2'
OO  X X X,O,'2'
OO  X XOX,X,'2'
OO  X XX ,O,'2'
OO  X XXO,X,'2'
OO  XO XX,X,'6'
OO  XOX X,X,'27'
OO  XOXX ,X,'28'
OO  XX   ,X,'23'
OO  XX  X,O,'2'
OO  XX OX,X,'23'
OO  XX X ,O,'23'
OO  XX XO,X,'23'
OO  XXO X,X,'23'
OO  XXOX ,X,'3'
OO  XXOXX,O,'23'
OO  XXX  ,O,'2'
OO  XXX O,X,'23'
OO  XXXO ,X,'23'
OO  XXXOX,O,'2'
OO  XXXXO,O,'2'
OO O X XX,X,'26'
OO O XX X,X,'27'
OO O XXX ,X,'28'
OO OX  XX,X,'6'
OO OX X X,X,'27'
OO OX XX ,X,'28'
OO OXX  X,X,'2'
OO OXX X ,X,'268'
OO OXX XX,O,'26'
OO OXXX  ,X,'2'
OO OXXX X,O,'2'
OO OXXXOX,X,'2'
OO OXXXX ,O,'2'
OO OXXXXO,X,'2'
OO X    X,X,'2'
OO X   X ,X,'2'
OO X   XX,O,'2'
OO X  OXX,X,'2'
OO X  X  ,X,'24578'
OO X  X X,O,'27'
OO X  XOX,X,'245'
OO X  XX ,O,'28'
OO X  XXO,X,'245'
OO X O XX,X,'6'
OO X OX X,X,'27'
OO X OXX ,X,'28'
OO X X   ,X,'24'
OO X X  X,O,'2'
OO X X OX,X,'24'
OO X X X ,O,'24'
OO X X XO,X,'4'
OO X XO X,X,'24'
OO X XOX ,X,'24'
OO X XOXX,O,'2'
OO X XX  ,O,'24'
OO X XX O,X,'4'
OO X XXO ,X,'4'
OO X XXOX,O,'24'
OO X XXXO,O,'24'
OO XO  XX,X,'26'
OO XO X X,X,'7'
OO XO XX ,X,'8'
OO XOX  X,X,'2'
OO XOX X ,X,'268'
OO XOX XX,O,'2'
OO XOXOXX,X,'2'
OO XOXX  ,X,'278'
OO XOXX X,O,'27'
OO XOXXX ,O,'28'
OO XX    ,X,'25'
OO XX   X,O,'2'
OO XX  OX,X,'25'
OO XX  X ,O,'2'
OO XX  XO,X,'25'
OO XX O X,X,'5'
OO XX OX ,X,'5'
OO XX OXX,O,'2'
OO XX X  ,O,'2'
OO XX X O,X,'25'
OO XX XO ,X,'25'
OO XX XOX,O,'2'
OO XX XXO,O,'2'
OO XXO  X,X,'2'
OO XXO X ,X,'2'
OO XXO XX,O,'2'
OO XXOOXX,X,'2'
OO XXOX  ,X,'2'
OO XXOX X,O,'2'
OO XXOXOX,X,'2'
OO XXOXX ,O,'2'
OO XXOXXO,X,'2'
OOX     X,X,'34567'
OOX    X ,X,'3568'
OOX    XX,O,'3456'
OOX   OXX,X,'5'
OOX   X  ,X,'4578'
OOX   X X,O,'3457'
OOX   XOX,X,'45'
OOX   XX ,O,'3458'
OOX   XXO,X,'4'
OOX  O XX,X,'6'
OOX  OX X,X,'347'
OOX  OXX ,X,'348'
OOX  X   ,X,'34678'
OOX  X X ,O,'3468'
OOX  X XO,X,'4'
OOX  XOX ,X,'38'
OOX  XX  ,O,'3478'
OOX  XX O,X,'4'
OOX  XXO ,X,'48'
OOX  XXXO,O,'4'
OOX O  XX,X,'356'
OOX O X X,X,'57'
OOX O XX ,X,'8'
OOX OX X ,X,'8'
OOX OXX  ,X,'8'
OOX OXXX ,O,'8'
OOX X    ,X,'3568'
OOX X   X,O,'3567'
OOX X  OX,X,'356'
OOX X  X ,O,'6'
OOX X  XO,X,'356'
OOX X O X,X,'5'
OOX X OX ,X,'3'
OOX X OXX,O,'3'
OOX XO  X,X,'6'
OOX XO X ,X,'6'
OOX XO XX,O,'6'
OOX XOOXX,X,'3'
OOX XX   ,O,'3678'
OOX XX  O,X,'367'
OOX XX O ,X,'368'
OOX XX XO,O,'36'
OOX XXO  ,X,'38'
OOX XXOX ,O,'3'
OOX XXOXO,X,'3'
OOXO   XX,X,'56'
OOXO  X X,X,'457'
OOXO  XX ,X,'458'
OOXO X X ,X,'68'
OOXO XX  ,X,'478'
OOXO XXX ,O,'48'
OOXO XXXO,X,'4'
OOXOOXXX ,X,'8'
OOXOX   X,X,'56'
OOXOX  X ,X,'6'
OOXOX  XX,O,'6'
OOXOXO XX,X,'6'
OOXOXX   ,X,'68'
OOXOXX X ,O,'6'
OOXOXX XO,X,'6'
OOXX     ,X,'4578'
OOXX    X,O,'4567'
OOXX   OX,X,'45'
OOXX   X ,O,'4568'
OOXX   XO,X,'4'
OOXX  O X,X,'5'
OOXX  OX ,X,'5'
OOXX  OXX,O,'5'
OOXX  X  ,O,'4'
OOXX  X O,X,'4'
OOXX  XO ,X,'4'
OOXX  XOX,O,'4'
OOXX  XXO,O,'4'
OOXX O  X,X,'6'
OOXX O X ,X,'6'
OOXX O XX,O,'6'
OOXX OOXX,X,'4'
OOXX OX  ,X,'478'
OOXX OX X,O,'47'
OOXX OXOX,X,'4'
OOXX OXX ,O,'48'
OOXX OXXO,X,'4'
OOXX X   ,O,'4678'
OOXX X  O,X,'4'
OOXX X O ,X,'48'
OOXX X XO,O,'4'
OOXX XO  ,X,'478'
OOXX XOX ,O,'48'
OOXX XOXO,X,'4'
OOXX XX O,O,'4'
OOXX XXO ,O,'4'
OOXX XXOO,X,'4'
OOXXO   X,X,'57'
OOXXO  X ,X,'8'
OOXXO  XX,O,'56'
OOXXO OXX,X,'5'
OOXXO X  ,X,'578'
OOXXO X X,O,'7'
OOXXO XX ,O,'8'
OOXXOO XX,X,'6'
OOXXOOX X,X,'7'
OOXXOOXX ,X,'8'
OOXXOX   ,X,'8'
OOXXOX X ,O,'8'
OOXXOXOX ,X,'8'
OOXXOXX  ,O,'78'
OOXXX    ,O,'5678'
OOXXX   O,X,'567'
OOXXX  O ,X,'568'
OOXXX  OX,O,'56'
OOXXX  XO,O,'56'
OOXXX O  ,X,'5'
OOXXX O X,O,'5'
OOXXX OOX,X,'5'
OOXXX OX ,O,'5'
OOXXX OXO,X,'5'
OOXXXO   ,X,'6'
OOXXXO  X,O,'6'
OOXXXO OX,X,'6'
OOXXXO X ,O,'6'
OOXXXO XO,X,'6'
OOXXXOO X,X,'7'
OOXXXOOX ,X,'8'
OX       ,X,'4'
OX      X,O,'6'
OX     OX,X,'25'
OX     X ,O,'4'
OX     XO,X,'4'
OX    O X,X,'3'
OX    OX ,X,'4'
OX    OXX,O,'34'
OX    X  ,O,'4'
OX    X O,X,'4'
OX    XO ,X,'24'
OX    XOX,O,'245'
OX    XXO,O,'4'
OX   O  X,X,'7'
OX   O X ,X,'468'
OX   O XX,O,'2346'
OX   OOXX,X,'4'
OX   OX  ,X,'47'
OX   OX X,O,'7'
OX   OXOX,X,'24'
OX   OXX ,O,'2348'
OX   OXXO,X,'4'
OX   X   ,O,'6'
OX   X  O,X,'4'
OX   X O ,X,'348'
OX   X OX,O,'2'
OX   X XO,O,'4'
OX   XO  ,X,'23478'
OX   XO X,O,'23'
OX   XOOX,X,'23'
OX   XOX ,O,'34'
OX   XOXO,X,'4'
OX   XX O,O,'4'
OX   XXO ,O,'4'
OX   XXOO,X,'4'
OX  O   X,X,'256'
OX  O  X ,X,'23568'
OX  O  XX,O,'6'
OX  O OXX,X,'235'
OX  O X  ,X,'8'
OX  O X X,O,'7'
OX  O XOX,X,'25'
OX  O XX ,O,'8'
OX  OO XX,X,'6'
OX  OOX X,X,'7'
OX  OOXX ,X,'8'
OX  OX   ,X,'8'
OX  OX  X,O,'2'
OX  OX OX,X,'2'
OX  OX X ,O,'2368'
OX  OXO X,X,'2'
OX  OXOX ,X,'238'
OX  OXOXX,O,'23'
OX  OXX  ,O,'8'
OX  OXXO ,X,'8'
OX  OXXOX,O,'2'
OX  X    ,O,'7'
OX  X   O,X,'23567'
OX  X  O ,X,'356'
OX  X  OX,O,'36'
OX  X O  ,X,'37'
OX  X O X,O,'3'
OX  X OOX,X,'3'
OX  X X O,O,'2357'
OX  X XO ,O,'2'
OX  X XOO,X,'235'
OX  XO   ,X,'267'
OX  XO  X,O,'7'
OX  XO OX,X,'26'
OX  XOO X,X,'7'
OX  XOX  ,O,'2378'
OX  XOX O,X,'27'
OX  XOXO ,X,'2'
OX  XOXOX,O,'2'
OX  XX  O,O,'2367'
OX  XX O ,O,'3'
OX  XX OO,X,'36'
OX  XXO  ,O,'3'
OX  XXO O,X,'37'
OX  XXOO ,X,'3'
OX  XXOOX,O,'3'
OX  XXXOO,O,'23'
OX O    X,X,'6'
OX O   X ,X,'46'
OX O   XX,O,'6'
OX O  X  ,X,'4578'
OX O  X X,O,'2457'
OX O  XOX,X,'2'
OX O  XX ,O,'2458'
OX O  XXO,X,'4'
OX O O XX,X,'46'
OX O OX X,X,'47'
OX O OXX ,X,'48'
OX O X   ,X,'6'
OX O X  X,O,'6'
OX O X OX,X,'2'
OX O X X ,O,'46'
OX O X XO,X,'4'
OX O XX  ,O,'2478'
OX O XX O,X,'4'
OX O XXO ,X,'2'
OX O XXOX,O,'2'
OX O XXXO,O,'4'
OX OO  XX,X,'6'
OX OO X X,X,'57'
OX OO XX ,X,'8'
OX OOX  X,X,'26'
OX OOX X ,X,'268'
OX OOX XX,O,'6'
OX OOXX  ,X,'8'
OX OOXX X,O,'27'
OX OOXXOX,X,'2'
OX OOXXX ,O,'8'
OX OX    ,X,'67'
OX OX   X,O,'6'
OX OX  OX,X,'6'
OX OX X  ,O,'2578'
OX OX X O,X,'257'
OX OX XO ,X,'2'
OX OX XOX,O,'2'
OX OXO  X,X,'67'
OX OXOX  ,X,'278'
OX OXOX X,O,'27'
OX OXOXOX,X,'2'
OX OXX   ,O,'6'
OX OXX  O,X,'67'
OX OXX O ,X,'6'
OX OXX OX,O,'6'
OX OXXX O,O,'27'
OX OXXXO ,O,'2'
OX OXXXOO,X,'2'
OX X     ,O,'4'
OX X    O,X,'4'
OX X   O ,X,'45'
OX X   OX,O,'245'
OX X   XO,O,'4'
OX X  O  ,X,'4'
OX X  O X,O,'4'
OX X  OOX,X,'5'
OX X  OX ,O,'4'
OX X  OXO,X,'4'
OX X  X O,O,'245'
OX X  XO ,O,'4'
OX X  XOO,X,'4'
OX X O   ,X,'47'
OX X O  X,O,'467'
OX X O OX,X,'246'
OX X O X ,O,'4'
OX X O XO,X,'4'
OX X OO X,X,'47'
OX X OOX ,X,'4'
OX X OOXX,O,'4'
OX X OX  ,O,'8'
OX X OX O,X,'247'
OX X OXO ,X,'24'
OX X OXOX,O,'24'
OX X OXXO,O,'24'
OX X X  O,O,'4'
OX X X O ,O,'4'
OX X X OO,X,'4'
OX X XO  ,O,'4'
OX X XO O,X,'4'
OX X XOO ,X,'48'
OX X XOOX,O,'24'
OX X XOXO,O,'4'
OX X XXOO,O,'4'
OX XO    ,X,'8'
OX XO   X,O,'26'
OX XO  OX,X,'25'
OX XO  X ,O,'268'
OX XO O X,X,'2'
OX XO OX ,X,'258'
OX XO OXX,O,'2'
OX XO X  ,O,'8'
OX XO XO ,X,'8'
OX XO XOX,O,'25'
OX XOO  X,X,'67'
OX XOO X ,X,'8'
OX XOO XX,O,'6'
OX XOOOXX,X,'2'
OX XOOX  ,X,'8'
OX XOOX X,O,'7'
OX XOOXOX,X,'2'
OX XOOXX ,O,'8'
OX XOX   ,O,'268'
OX XOX O ,X,'8'
OX XOX OX,O,'2'
OX XOXO  ,X,'278'
OX XOXO X,O,'2'
OX XOXOOX,X,'2'
OX XOXOX ,O,'28'
OX XOXXO ,O,'8'
OX XX   O,O,'2567'
OX XX  O ,O,'5'
OX XX  OO,X,'56'
OX XX O  ,O,'2578'
OX XX O O,X,'57'
OX XX OO ,X,'5'
OX XX OOX,O,'5'
OX XX XOO,O,'25'
OX XXO   ,O,'7'
OX XXO  O,X,'27'
OX XXO O ,X,'26'
OX XXO OX,O,'26'
OX XXOO  ,X,'7'
OX XXOO X,O,'7'
OX XXOOOX,X,'2'
OX XXOX O,O,'2'
OX XXOXO ,O,'2'
OX XXOXOO,X,'2'
OXO     X,X,'7'
OXO    X ,X,'468'
OXO    XX,O,'3456'
OXO   OXX,X,'4'
OXO   X  ,X,'7'
OXO   X X,O,'7'
OXO   XOX,X,'345'
OXO   XX ,O,'3458'
OXO   XXO,X,'4'
OXO  O XX,X,'346'
OXO  OX X,X,'7'
OXO  OXX ,X,'48'
OXO  X   ,X,'4'
OXO  X  X,O,'6'
OXO  X OX,X,'34'
OXO  X X ,O,'4'
OXO  X XO,X,'4'
OXO  XO X,X,'347'
OXO  XOX ,X,'4'
OXO  XOXX,O,'34'
OXO  XX  ,O,'4'
OXO  XX O,X,'4'
OXO  XXO ,X,'34'
OXO  XXOX,O,'34'
OXO  XXXO,O,'4'
OXO O  XX,X,'6'
OXO O X X,X,'7'
OXO O XX ,X,'8'
OXO OX  X,X,'6'
OXO OX X ,X,'368'
OXO OX XX,O,'6'
OXO OXX  ,X,'8'
OXO OXX X,O,'7'
OXO OXXOX,X,'3'
OXO OXXX ,O,'8'
OXO X    ,X,'357'
OXO X   X,O,'7'
OXO X  OX,X,'35'
OXO X O X,X,'37'
OXO X X  ,O,'7'
OXO X X O,X,'57'
OXO X XO ,X,'35'
OXO X XOX,O,'35'
OXO XO  X,X,'7'
OXO XOX  ,X,'7'
OXO XOX X,O,'7'
OXO XOXOX,X,'3'
OXO XX   ,O,'3678'
OXO XX  O,X,'367'
OXO XX O ,X,'3'
OXO XX OX,O,'3'
OXO XXO  ,X,'37'
OXO XXO X,O,'3'
OXO XXOOX,X,'3'
OXO XXX O,O,'37'
OXO XXXO ,O,'3'
OXO XXXOO,X,'3'
OXOO   XX,X,'46'
OXOO  X X,X,'7'
OXOO  XX ,X,'458'
OXOO X  X,X,'6'
OXOO X X ,X,'46'
OXOO X XX,O,'6'
OXOO XX  ,X,'7'
OXOO XX X,O,'7'
OXOO XXOX,X,'4'
OXOO XXX ,O,'48'
OXOO XXXO,X,'4'
OXOOOX XX,X,'6'
OXOOOXX X,X,'7'
OXOOOXXX ,X,'8'
OXOOX   X,X,'7'
OXOOX X  ,X,'7'
OXOOX X X,O,'7'
OXOOX XOX,X,'5'
OXOOXOX X,X,'7'
OXOOXX   ,X,'7'
OXOOXX  X,O,'6'
OXOOXX OX,X,'6'
OXOOXXX  ,O,'7'
OXOOXXX O,X,'7'
OXOOXXXO ,X,'8'
OXOX     ,X,'4'
OXOX    X,O,'4'
OXOX   OX,X,'45'
OXOX   X ,O,'4'
OXOX   XO,X,'4'
OXOX  O X,X,'4'
OXOX  OX ,X,'4'
OXOX  OXX,O,'4'
OXOX  X  ,O,'8'
OXOX  X O,X,'457'
OXOX  XO ,X,'45'
OXOX  XOX,O,'45'
OXOX  XXO,O,'45'
OXOX O  X,X,'7'
OXOX O X ,X,'48'
OXOX O XX,O,'46'
OXOX OOXX,X,'4'
OXOX OX  ,X,'8'
OXOX OX X,O,'7'
OXOX OXOX,X,'4'
OXOX OXX ,O,'8'
OXOX X   ,O,'4'
OXOX X  O,X,'4'
OXOX X O ,X,'4'
OXOX X OX,O,'4'
OXOX X XO,O,'4'
OXOX XO  ,X,'4'
OXOX XO X,O,'4'
OXOX XOOX,X,'4'
OXOX XOX ,O,'4'
OXOX XOXO,X,'4'
OXOX XX O,O,'4'
OXOX XXO ,O,'4'
OXOX XXOO,X,'4'
OXOXO   X,X,'6'
OXOXO  X ,X,'568'
OXOXO  XX,O,'6'
OXOXO X  ,X,'8'
OXOXO X X,O,'7'
OXOXO XOX,X,'5'
OXOXO XX ,O,'8'
OXOXOO XX,X,'6'
OXOXOOX X,X,'7'
OXOXOOXX ,X,'8'
OXOXOX   ,X,'678'
OXOXOX  X,O,'6'
OXOXOX OX,X,'6'
OXOXOX X ,O,'68'
OXOXOXX  ,O,'8'
OXOXOXXO ,X,'8'
OXOXX    ,O,'5678'
OXOXX   O,X,'57'
OXOXX  O ,X,'5'
OXOXX  OX,O,'5'
OXOXX O  ,X,'578'
OXOXX O X,O,'57'
OXOXX OOX,X,'5'
OXOXX X O,O,'5'
OXOXX XO ,O,'5'
OXOXX XOO,X,'5'
OXOXXO   ,X,'7'
OXOXXO  X,O,'7'
OXOXXO OX,X,'6'
OXOXXOO X,X,'7'
OXOXXOX  ,O,'8'
OXOXXOXO ,X,'8'
OXX      ,O,'36'
OXX     O,X,'4'
OXX    O ,X,'68'
OXX    OX,O,'5'
OXX    XO,O,'4'
OXX   O  ,X,'34578'
OXX   O X,O,'3'
OXX   OOX,X,'5'
OXX   OX ,O,'34'
OXX   OXO,X,'4'
OXX   X O,O,'4'
OXX   XO ,O,'4'
OXX   XOO,X,'4'
OXX  O   ,X,'4'
OXX  O  X,O,'3'
OXX  O OX,X,'46'
OXX  O X ,O,'4'
OXX  O XO,X,'4'
OXX  OO X,X,'3'
OXX  OOX ,X,'4'
OXX  OOXX,O,'3'
OXX  OX  ,O,'4'
OXX  OX O,X,'4'
OXX  OXO ,X,'4'
OXX  OXOX,O,'4'
OXX  OXXO,O,'4'
OXX  X  O,O,'3467'
OXX  X O ,O,'8'
OXX  X OO,X,'346'
OXX  XO  ,O,'38'
OXX  XO O,X,'347'
OXX  XOO ,X,'8'
OXX  XOXO,O,'34'
OXX  XXOO,O,'4'
OXX O    ,X,'8'
OXX O   X,O,'5'
OXX O  OX,X,'5'
OXX O  X ,O,'3568'
OXX O O X,X,'5'
OXX O OX ,X,'358'
OXX O OXX,O,'3'
OXX O X  ,O,'358'
OXX O XO ,X,'8'
OXX O XOX,O,'5'
OXX OO  X,X,'3'
OXX OO X ,X,'368'
OXX OO XX,O,'3'
OXX OOOXX,X,'3'
OXX OOX  ,X,'378'
OXX OOX X,O,'3'
OXX OOXOX,X,'3'
OXX OOXX ,O,'38'
OXX OX   ,O,'8'
OXX OX O ,X,'8'
OXX OXO  ,X,'8'
OXX OXOX ,O,'38'
OXX OXXO ,O,'8'
OXX X   O,O,'3567'
OXX X  O ,O,'6'
OXX X  OO,X,'6'
OXX X O  ,O,'37'
OXX X O O,X,'7'
OXX X OO ,X,'358'
OXX X OOX,O,'3'
OXX XO   ,O,'3678'
OXX XO  O,X,'367'
OXX XO O ,X,'6'
OXX XO OX,O,'6'
OXX XOO  ,X,'7'
OXX XOO X,O,'3'
OXX XOOOX,X,'3'
OXX XX OO,O,'6'
OXX XXO O,O,'37'
OXX XXOO ,O,'38'
OXXO     ,X,'45678'
OXXO    X,O,'56'
OXXO   OX,X,'56'
OXXO   X ,O,'46'
OXXO   XO,X,'4'
OXXO  X  ,O,'4'
OXXO  X O,X,'4'
OXXO  XO ,X,'458'
OXXO  XOX,O,'45'
OXXO  XXO,O,'4'
OXXO O  X,X,'467'
OXXO O X ,X,'4'
OXXO O XX,O,'46'
OXXO OX  ,X,'4'
OXXO OX X,O,'4'
OXXO OXOX,X,'4'
OXXO OXX ,O,'4'
OXXO OXXO,X,'4'
OXXO X   ,O,'68'
OXXO X  O,X,'467'
OXXO X O ,X,'68'
OXXO X XO,O,'46'
OXXO XX O,O,'4'
